<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
BTN,20180824,3.8289,3.8289,3.8289,3.8289,100
BTN,20180827,4.2832,4.2832,4.2832,4.2832,100
BTN,20180828,4.2832,4.2832,4.2832,4.2832,0
BTN,20180829,4.0236,4.0236,4.0236,4.0236,100
BTN,20180830,4.0236,4.0236,4.0236,4.0236,0
BTN,20180831,4.6077,4.6077,4.6077,4.6077,200
BTN,20180904,4.0236,4.0236,4.0236,4.0236,100
BTN,20180905,4.6077,4.6077,4.6077,4.6077,100
BTN,20180906,5.1918,5.1918,4.8673,4.8673,600
BTN,20180907,5.7110,5.7110,5.7110,5.7110,200
BTN,20180910,4.8673,4.8673,4.8673,4.8673,500
BTN,20180911,4.8673,4.8673,4.8673,4.8673,0
BTN,20180912,4.2183,4.2183,4.2183,4.2183,100
BTN,20180913,4.2183,4.2183,4.2183,4.2183,0
BTN,20180914,4.2183,4.2183,4.2183,4.2183,0
BTN,20180917,4.2183,4.2183,4.2183,4.2183,0
BTN,20180918,4.2183,4.2183,4.2183,4.2183,0
BTN,20180919,4.2183,4.2183,4.2183,4.2183,0
BTN,20180920,4.2183,4.2183,4.2183,4.2183,0
BTN,20180921,4.8024,4.8024,4.8024,4.8024,100
BTN,20180924,4.8024,4.8024,4.8024,4.8024,0
BTN,20180925,4.0885,4.0885,4.0885,4.0885,100
BTN,20180926,4.0885,4.0885,4.0885,4.0885,0
BTN,20180927,4.0885,4.0885,4.0885,4.0885,0
BTN,20180928,4.6726,4.6726,4.6726,4.6726,100
BTN,20181001,4.2183,4.2183,4.2183,4.2183,100
BTN,20181002,4.2183,4.2183,4.2183,4.2183,0
BTN,20181003,4.2183,4.2183,4.2183,4.2183,0
BTN,20181004,4.2183,4.2183,4.2183,4.2183,0
BTN,20181005,4.2183,4.2183,4.2183,4.2183,0
BTN,20181008,4.2832,4.8024,4.2832,4.8024,700
BTN,20181009,5.3865,5.3865,5.3865,5.3865,200
BTN,20181010,6.1653,6.1653,6.1652,6.1652,110
BTN,20181011,7.0738,7.0738,7.0738,7.0738,4300
BTN,20181012,7.0738,7.0738,7.0738,7.0738,0
BTN,20181015,8.1122,8.1122,8.1122,8.1122,200
BTN,20181016,9.2804,9.2804,9.2803,9.2803,11900
BTN,20181017,9.1836,9.1836,9.1770,9.1770,0
BTN,20181018,9.6600,9.6600,8.6940,8.6940,400
BTN,20181019,9.1770,9.1770,9.1770,9.1770,0
BTN,20181022,9.1770,9.1770,9.1770,9.1770,0
BTN,20181023,9.1770,9.1770,9.1770,9.1770,0
BTN,20181024,9.1770,9.1770,9.1770,9.1770,0
BTN,20181025,9.1770,9.1770,9.1770,9.1770,0
BTN,20181026,9.1770,9.1770,9.1770,9.1770,0
BTN,20181029,9.1770,9.1770,9.1770,9.1770,0
BTN,20181030,9.1770,9.1770,9.1770,9.1770,0
BTN,20181031,9.1770,9.1770,9.1770,9.1770,0
BTN,20181101,9.1770,9.1770,9.1770,9.1770,0
BTN,20181102,9.1770,9.1770,9.1770,9.1770,0
BTN,20181105,9.1770,9.1770,9.1770,9.1770,0
BTN,20181106,10.4328,10.4328,10.4328,10.4328,310
BTN,20181107,10.4328,10.4328,10.4328,10.4328,0
BTN,20181108,10.4328,10.4328,10.4328,10.4328,0
BTN,20181109,10.4328,10.4328,10.4328,10.4328,0
BTN,20181112,8.8872,8.8872,8.8872,8.8872,40600
BTN,20181113,7.6314,7.6314,7.6314,7.6314,800
BTN,20181114,8.2110,8.2110,8.2110,8.2110,500
BTN,20181115,8.2110,8.2110,8.2110,8.2110,0
BTN,20181116,8.2110,8.2110,8.2110,8.2110,0
BTN,20181119,7.2450,7.2450,7.0518,7.0518,700
BTN,20181120,7.1484,7.1484,7.1484,7.1484,0
BTN,20181121,7.1484,7.1484,7.1484,7.1484,600
BTN,20181122,7.1484,7.1484,7.1484,7.1484,0
BTN,20181123,7.1484,7.1484,7.1484,7.1484,0
BTN,20181126,7.1484,7.1484,7.1484,7.1484,0
BTN,20181127,7.1484,7.1484,7.1484,7.1484,0
BTN,20181128,7.1484,7.1484,7.1484,7.1484,10
BTN,20181129,7.1484,7.1484,7.1484,7.1484,0
BTN,20181130,7.1484,7.1484,7.1484,7.1484,0
BTN,20181203,7.1484,7.1484,7.1484,7.1484,1
BTN,20181204,7.1484,7.1484,7.1484,7.1484,0
BTN,20181205,7.1484,7.1484,7.1484,7.1484,0
BTN,20181206,7.1484,7.1484,7.1484,7.1484,0
BTN,20181207,7.1484,7.1484,7.1484,7.1484,0
BTN,20181210,7.1484,7.1484,7.1484,7.1484,0
BTN,20181211,7.1484,7.1484,7.1484,7.1484,0
BTN,20181212,7.1484,7.1484,7.1484,7.1484,0
BTN,20181213,7.1484,7.1484,7.1484,7.1484,0
BTN,20181214,7.1484,7.1484,7.1484,7.1484,0
BTN,20181217,7.1484,7.1484,7.1484,7.1484,0
BTN,20181218,7.1484,7.1484,7.1484,7.1484,0
BTN,20181219,7.1484,7.1484,7.1484,7.1484,0
BTN,20181220,7.1484,7.1484,7.1484,7.1484,0
BTN,20181221,7.1484,7.1484,7.1484,7.1484,0
BTN,20181224,7.1484,7.1484,7.1484,7.1484,0
BTN,20181225,7.1484,7.1484,7.1484,7.1484,0
BTN,20181226,6.2790,6.2790,6.2790,6.2790,50000
BTN,20181227,7.1484,7.1484,7.1484,7.1484,200
BTN,20181228,7.1484,7.1484,7.1484,7.1484,0
BTN,20190102,7.1484,7.1484,7.1484,7.1484,0
BTN,20190103,6.7620,6.7620,6.7620,6.7620,200
BTN,20190104,6.2790,6.2790,6.2790,6.2790,300
BTN,20190107,6.2790,6.2790,6.2790,6.2790,0
BTN,20190108,6.2790,6.2790,6.2790,6.2790,0
BTN,20190109,5.7960,6.2790,5.7960,6.2790,54100
BTN,20190110,5.7960,5.8926,5.7960,5.7960,700
BTN,20190111,5.7960,5.7960,5.7960,5.7960,0
BTN,20190114,6.2790,6.2790,6.2790,6.2790,205
BTN,20190115,6.2790,6.2790,6.2790,6.2790,0
BTN,20190116,6.2790,6.2790,6.2790,6.2790,200
BTN,20190117,6.2790,6.2790,6.2790,6.2790,0
BTN,20190118,6.2790,6.2790,6.2790,6.2790,0
BTN,20190121,6.2790,6.2790,6.2790,6.2790,300
BTN,20190122,5.4096,5.4096,5.4096,5.4096,100
BTN,20190123,5.4096,5.4096,5.4096,5.4096,0
BTN,20190124,5.4096,5.4096,5.4096,5.4096,0
BTN,20190125,5.4096,5.4096,5.4096,5.4096,0
BTN,20190128,6.1824,6.1824,6.1824,6.1824,100
BTN,20190129,6.1824,6.1824,6.1824,6.1824,0
BTN,20190130,6.1824,6.1824,6.1824,6.1824,0
BTN,20190131,6.1824,6.1824,6.1824,6.1824,0
BTN,20190201,6.1824,6.1824,6.1824,6.1824,0
BTN,20190211,6.1824,6.1824,6.1824,6.1824,0
BTN,20190212,6.1824,6.1824,6.1824,6.1824,0
BTN,20190213,6.1824,6.1824,6.1824,6.1824,45
BTN,20190214,6.1824,6.1824,6.1824,6.1824,0
BTN,20190215,6.1824,6.1824,6.1824,6.1824,0
BTN,20190218,6.1824,6.1824,6.1824,6.1824,0
BTN,20190219,6.1824,6.1824,6.1824,6.1824,0
