<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
VND,2010-05-17,8.4789,8.5477,8.2897,8.2897,349200
VND,2010-05-18,8.2897,8.4789,8.2725,8.4617,603100
VND,2010-05-19,8.4617,8.7025,8.3757,8.5993,701200
VND,2010-05-20,8.5993,8.9949,8.1693,8.8573,1066500
VND,2010-05-21,8.8573,8.8573,8.2553,8.3069,871000
VND,2010-05-24,8.3069,8.6853,8.3069,8.4789,528000
VND,2010-05-25,8.4789,8.5993,8.2553,8.2897,813400
VND,2010-05-26,8.2897,8.9061,8.2897,8.9061,1062700
VND,2010-05-27,8.9061,9.5192,8.9061,9.5192,279200
VND,2010-05-28,9.5192,10.1645,9.5192,10.1645,3003200
VND,2010-05-31,10.1645,10.3581,10.0032,10.0355,1319900
VND,2010-06-01,10.0355,10.1968,9.5192,10.0677,2359700
VND,2010-06-02,10.0677,10.0677,9.745,9.9709,2267800
VND,2010-06-03,9.9709,10.2291,9.8741,9.9387,1858000
VND,2010-06-04,9.9387,10.0032,9.745,9.8419,989800
VND,2010-06-07,9.8419,9.8419,9.1965,9.2933,991900
VND,2010-06-08,9.2933,9.4869,9.1642,9.4224,1257300
VND,2010-06-09,9.4224,9.616,9.3256,9.4224,709100
VND,2010-06-10,9.4224,9.5192,9.261,9.3578,361000
VND,2010-06-11,9.3578,9.5837,9.3256,9.3901,776100
VND,2010-06-14,9.3901,9.5837,9.2933,9.3901,1166700
VND,2010-06-15,9.3901,9.4869,9.1965,9.3256,803500
VND,2010-06-16,9.3256,9.5192,9.261,9.4224,1002100
VND,2010-06-17,9.4224,9.5837,9.3256,9.4869,2036000
VND,2010-06-18,9.4869,9.9709,9.4869,9.9387,1606600
VND,2010-06-21,9.9387,10.4872,9.9387,10.4872,2007100
VND,2010-06-22,10.4872,11.0681,10.455,11.0681,2864400
VND,2010-06-23,11.0681,11.7134,10.9067,11.6489,2182900
VND,2010-06-24,11.6489,12.0361,11.1326,11.423,2396100
VND,2010-06-25,11.423,11.423,10.7776,11.1649,1381000
VND,2010-06-28,11.1649,11.2939,10.9067,11.1971,1144500
VND,2010-06-29,11.1971,11.4553,10.9067,11.1649,1637000
VND,2010-06-30,11.1649,11.1649,10.4872,10.6486,533800
VND,2010-07-01,10.6486,10.7454,10.5195,10.6163,734700
VND,2010-07-02,10.6163,10.9067,10.584,10.6808,741600
VND,2010-07-05,10.6808,10.7776,10.5518,10.6163,663400
VND,2010-07-06,10.6163,10.6163,10.2613,10.2936,959700
VND,2010-07-07,10.2936,10.4872,10.0355,10.2291,731900
VND,2010-07-08,10.2291,10.7131,10.2291,10.3259,688900
VND,2010-07-09,10.3259,10.4872,10.2936,10.3259,573800
VND,2010-07-12,10.3259,10.4872,10.1968,10.4227,471600
VND,2010-07-13,10.4227,11.0358,10.4227,11.0358,1130900
VND,2010-07-14,11.0358,11.5843,10.8744,10.9067,1449900
VND,2010-07-15,10.9067,11.1326,10.3581,10.455,2092700
VND,2010-07-16,10.455,10.6163,10.1968,10.2613,1247100
VND,2010-07-19,10.2613,10.3259,9.9387,10.0355,1259500
VND,2010-07-20,10.0355,10.5195,10.0355,10.2936,794500
VND,2010-07-21,10.2936,10.4872,10.0032,10.1,580300
VND,2010-07-22,10.1,10.2291,9.9387,9.9387,595000
VND,2010-07-23,9.9387,10.2291,9.8741,9.9064,566200
VND,2010-07-26,9.9064,10.1323,9.745,10.0032,582800
VND,2010-07-27,10.0032,10.1,9.8419,9.9064,617200
VND,2010-07-28,9.9064,9.9709,9.5514,9.5837,475600
VND,2010-07-29,9.5837,9.7128,9.5192,9.5514,443800
VND,2010-07-30,9.5514,9.7128,9.4869,9.5192,646800
VND,2010-08-02,9.5192,9.8419,9.3901,9.3901,317000
VND,2010-08-03,9.3901,9.5837,9.3256,9.3578,616700
VND,2010-08-04,9.3578,9.4546,9.1642,9.1642,495600
VND,2010-08-05,9.1642,9.3256,9.0997,9.1319,402700
VND,2010-08-06,9.1319,9.2933,8.9706,9.1642,1339300
VND,2010-08-09,9.1642,9.261,8.6802,8.7125,941300
VND,2010-08-10,8.7125,8.9061,8.293,8.3898,842000
VND,2010-08-11,8.3898,8.6479,8.2607,8.4866,452200
VND,2010-08-12,8.4866,8.4866,7.9058,7.9058,552300
VND,2010-08-13,7.9058,8.2284,7.5508,8.0348,735700
VND,2010-08-16,8.0348,8.5188,7.9703,8.5188,918100
VND,2010-08-17,8.5188,8.6479,8.0671,8.1316,578800
VND,2010-08-18,8.1316,8.2607,7.8089,7.938,494100
VND,2010-08-19,7.938,7.9703,7.8089,7.8735,549100
VND,2010-08-20,7.8735,8.1316,7.6153,7.8412,828700
VND,2010-08-23,7.8412,8.0348,7.6476,7.6799,186500
VND,2010-08-24,7.6799,7.6799,7.2604,7.2604,742500
VND,2010-08-25,7.2604,7.2604,6.8732,6.8732,542100
VND,2010-08-26,6.8732,7.1958,6.6796,6.9054,633600
VND,2010-08-27,6.9054,7.0668,6.6473,6.8409,438200
VND,2010-08-30,6.8409,7.3249,6.8409,7.3249,246300
VND,2010-08-31,7.3249,7.7444,7.2604,7.7444,1017800
VND,2010-09-01,7.7444,8.0671,7.6153,8.0026,1093700
VND,2010-09-06,8.0026,8.4543,8.0026,8.4543,1321900
VND,2010-09-07,8.4543,8.5188,8.0671,8.1639,1110800
VND,2010-09-08,8.1639,8.1639,7.7121,7.8412,874300
VND,2010-09-09,7.8412,8.2284,7.8412,7.938,1089100
VND,2010-09-10,7.938,8.0671,7.454,7.4863,1434600
VND,2010-09-13,7.4863,7.5831,7.099,7.099,1305600
VND,2010-09-14,7.099,7.3572,7.0668,7.2604,1932200
VND,2010-09-15,7.2604,7.2604,7.0345,7.0345,743700
VND,2010-09-16,7.0345,7.1636,6.9377,7.1313,657300
VND,2010-09-17,7.1313,7.5508,7.099,7.5508,1705900
VND,2010-09-20,7.5508,7.8735,7.4217,7.5185,1603000
VND,2010-09-21,7.5185,7.6153,7.3249,7.3572,1034900
VND,2010-09-22,7.3572,7.5185,7.3249,7.3895,575700
VND,2010-09-23,7.3895,7.4217,7.0022,7.1958,1031300
VND,2010-09-24,7.1958,7.3249,7.1313,7.1958,1042700
VND,2010-09-27,7.1958,7.3249,7.099,7.1958,687300
VND,2010-09-28,7.1958,7.454,7.1636,7.1958,884100
VND,2010-09-29,7.1958,7.2927,6.9054,6.9054,926600
VND,2010-09-30,6.9054,6.9377,6.7764,6.8732,447600
VND,2010-10-01,6.8732,7.0345,6.7441,6.8086,431000
VND,2010-10-04,6.8086,6.8732,6.3891,6.3891,1384700
VND,2010-10-05,6.3891,6.4537,6.0019,6.0342,1774200
VND,2010-10-06,6.0342,6.5182,6.0342,6.3246,1634500
VND,2010-10-07,6.3246,6.4214,6.131,6.2601,883900
VND,2010-10-08,6.2601,6.2923,5.9051,6.0342,801700
VND,2010-10-11,6.0342,6.1955,6.0019,6.0342,579300
VND,2010-10-12,6.0342,6.0987,5.8083,5.8406,920700
VND,2010-10-13,5.8406,5.9696,5.776,5.9051,494100
VND,2010-10-14,5.9051,6.2601,5.9051,6.2601,1278600
VND,2010-10-15,6.2601,6.4537,6.1955,6.2601,728000
VND,2010-10-18,6.2601,6.3891,6.1955,6.1955,566700
VND,2010-10-19,6.1955,6.2278,5.9374,6.0665,486500
VND,2010-10-20,6.0665,6.0665,5.7115,5.7438,817200
VND,2010-10-21,5.7438,6.131,5.647,5.8083,867100
VND,2010-10-22,5.8083,5.9696,5.8083,5.9051,575700
VND,2010-10-25,5.9051,6.0019,5.8083,6.0019,518500
VND,2010-10-26,6.0019,6.2923,5.9374,6.2923,1252800
VND,2010-10-27,6.2923,6.5182,6.0342,6.0665,629500
VND,2010-10-28,6.0665,6.131,5.9696,6.0019,316800
VND,2010-10-29,6.0019,6.1633,5.8083,6.0987,488500
VND,2010-11-01,6.0987,6.1633,5.9696,5.9696,485600
VND,2010-11-02,5.9696,6.0665,5.8728,5.9696,420700
VND,2010-11-03,5.9696,6.0342,5.8083,5.8406,714700
VND,2010-11-04,5.8406,5.9696,5.8406,5.9051,459500
VND,2010-11-05,5.9051,6.2278,5.9051,6.0987,644200
VND,2010-11-08,6.0987,6.4537,5.9051,5.9696,554200
VND,2010-11-09,5.9696,5.9696,5.8083,5.8406,669200
VND,2010-11-10,5.8406,5.9051,5.8083,5.8406,419100
VND,2010-11-11,5.8406,5.8728,5.5824,5.6147,950300
VND,2010-11-12,5.6147,5.6147,5.292,5.3243,1479600
VND,2010-11-15,5.3243,5.4856,5.0016,5.0339,884000
VND,2010-11-16,5.0339,5.1629,4.808,4.8403,1258400
VND,2010-11-17,4.8403,5.1307,4.7112,4.9693,881500
VND,2010-11-18,4.9693,5.292,4.9693,5.1629,879600
VND,2010-11-19,5.1629,5.3243,4.9693,4.9693,801000
VND,2010-11-22,4.9693,5.0016,4.7435,4.808,848400
VND,2010-11-23,4.808,4.9048,4.7757,4.9048,668800
VND,2010-11-24,4.9048,4.9048,4.6466,4.7757,883100
VND,2010-11-25,4.7757,5.0661,4.7757,5.0661,1666400
VND,2010-11-26,5.0661,5.292,5.0339,5.1952,1312000
VND,2010-11-29,5.1952,5.5179,5.0016,5.5179,1797400
VND,2010-11-30,5.5179,5.6792,5.4211,5.6792,1916000
VND,2010-12-01,5.6792,5.9696,5.4856,5.5824,2381900
VND,2010-12-02,5.5824,6.0987,5.5502,6.0987,2531400
VND,2010-12-03,6.0987,6.2923,6.0987,6.2923,602500
VND,2010-12-06,6.2923,6.7118,6.2923,6.615,3687900
VND,2010-12-07,6.615,7.1636,6.4537,6.7118,3528700
VND,2010-12-08,6.7118,7.1636,6.3569,6.5182,2411500
VND,2010-12-09,6.5182,7.0022,6.1633,7.0022,3041500
VND,2010-12-10,7.0022,7.1636,7.0022,7.1636,2540100
VND,2010-12-13,7.1636,7.6476,7.1636,7.6476,311900
VND,2010-12-14,7.6476,8.1639,7.6153,7.8735,6052700
VND,2010-12-15,7.8735,8.4543,7.8089,8.0348,3663000
VND,2010-12-16,8.0348,8.0348,7.5831,7.5831,3115400
VND,2010-12-17,7.5831,8.1639,7.5831,8.1639,3007200
VND,2010-12-20,8.1639,8.6157,7.9058,8.0671,2412800
VND,2010-12-21,8.0671,8.1639,7.6799,7.938,2847000
VND,2010-12-22,7.938,8.0994,7.3895,7.5508,2121900
VND,2010-12-23,7.5508,7.7444,7.2281,7.3572,2979300
VND,2010-12-24,7.3572,7.6153,7.1958,7.2927,1435400
VND,2010-12-27,7.2927,7.6476,7.2927,7.4863,1428800
VND,2010-12-28,7.4863,8.0026,7.4863,8.0026,3552800
VND,2010-12-29,8.0026,8.2284,7.6799,7.7444,1960100
VND,2010-12-30,7.7444,7.938,7.5831,7.6153,1599400
VND,2010-12-31,7.6153,7.8089,7.5831,7.6799,1546400
VND,2011-01-04,7.6799,7.938,7.6153,7.6476,1621400
VND,2011-01-05,7.6476,7.6799,7.2927,7.3572,2618600
VND,2011-01-06,7.3572,7.454,7.2604,7.3249,1171100
VND,2011-01-07,7.3249,7.5185,7.099,7.1636,1604500
VND,2011-01-10,7.1636,7.2604,6.8086,6.8409,2563300
VND,2011-01-11,6.8409,6.9054,6.4537,6.4859,2890600
VND,2011-01-12,6.4859,6.7764,6.4859,6.6796,1800100
VND,2011-01-13,6.6796,6.8732,6.5827,6.7441,1218900
VND,2011-01-14,6.7441,6.9054,6.6473,6.8732,1675500
VND,2011-01-17,6.8732,7.2281,6.7764,7.099,2242100
VND,2011-01-18,7.099,7.2927,6.7441,6.7764,1988200
VND,2011-01-19,6.7764,6.8732,6.5827,6.7118,1506200
VND,2011-01-20,6.7118,6.8409,6.5182,6.5505,1491300
VND,2011-01-21,6.5505,6.7764,6.4859,6.5182,1454000
VND,2011-01-24,6.5182,6.7118,6.2278,6.2601,1159100
VND,2011-01-25,6.2601,6.3569,6.0987,6.131,1355600
VND,2011-01-26,6.131,6.5182,6.131,6.3246,1111400
VND,2011-01-27,6.3246,6.5182,6.3246,6.4859,1167500
VND,2011-01-28,6.4859,6.5505,6.3246,6.3246,1715900
VND,2011-02-08,6.3246,6.4859,6.3246,6.4214,614700
VND,2011-02-09,6.4214,6.8086,5.9696,6.7118,2277900
VND,2011-02-10,6.7118,6.7764,6.5505,6.615,946500
VND,2011-02-11,6.615,6.7441,6.5505,6.6473,899700
VND,2011-02-14,6.6473,6.7118,6.5505,6.615,1018800
VND,2011-02-15,6.615,6.615,6.3891,6.4537,1446400
VND,2011-02-16,6.4537,6.615,6.3569,6.3891,1095400
VND,2011-02-17,6.3891,6.4214,6.0987,6.131,1922400
VND,2011-02-18,6.131,6.131,5.8406,5.9374,1354400
VND,2011-02-21,5.9374,5.9374,5.5824,5.5824,1468900
VND,2011-02-22,5.5824,5.5824,5.1952,5.3243,4333900
VND,2011-02-23,5.3243,5.4211,5.1952,5.3565,2048100
VND,2011-02-24,5.3565,5.4211,4.9693,5.1307,2794000
VND,2011-02-25,5.1307,5.3888,5.0339,5.3565,2310800
VND,2011-02-28,5.3565,5.4534,5.0984,5.1629,1675000
VND,2011-03-01,5.1629,5.1952,5.0339,5.0984,1178000
VND,2011-03-02,5.0984,5.0984,4.7435,4.7435,2696000
VND,2011-03-03,4.7435,4.7435,4.453,4.453,2452200
VND,2011-03-04,4.453,4.6466,4.3562,4.5821,1400100
VND,2011-03-07,4.5821,4.6789,4.5821,4.6466,966600
VND,2011-03-08,4.6466,4.7112,4.453,4.4853,1321100
VND,2011-03-09,4.4853,4.5176,4.2917,4.2917,1979700
VND,2011-03-10,4.2917,4.6144,4.1949,4.6144,1828500
VND,2011-03-11,4.6144,4.8403,4.6144,4.8403,331500
VND,2011-03-14,4.8403,5.1629,4.808,5.0016,6778200
VND,2011-03-15,5.0016,5.1629,4.7757,4.9048,2187600
VND,2011-03-16,4.9048,5.1307,4.8725,5.1307,2600200
VND,2011-03-17,5.1307,5.3243,5.0339,5.3243,3592500
VND,2011-03-18,5.3243,5.6147,5.2275,5.6147,4993100
VND,2011-03-21,5.6147,5.8406,5.5179,5.5502,4405700
VND,2011-03-22,5.5502,5.6792,5.292,5.292,4096000
VND,2011-03-23,5.292,5.4856,5.1307,5.4211,3518200
VND,2011-03-24,5.4211,5.4856,5.0984,5.1629,2935800
VND,2011-03-25,5.1629,5.1952,4.9693,5.0016,3394400
VND,2011-03-28,5.0016,5.3565,5.0016,5.1629,2413100
VND,2011-03-29,5.1629,5.2597,4.8725,4.9371,2962100
VND,2011-03-30,4.9371,4.9371,4.7112,4.9048,1844700
VND,2011-03-31,4.9048,5.0016,4.8403,4.8725,1811000
VND,2011-04-01,4.8725,4.8725,4.7112,4.7112,2024900
VND,2011-04-04,4.7112,4.7435,4.6144,4.7112,2014800
VND,2011-04-05,4.7112,4.7435,4.6144,4.7112,1569000
VND,2011-04-06,4.7112,5.0016,4.5821,5.0016,2582100
VND,2011-04-07,5.0016,5.0339,4.808,4.8403,2104500
VND,2011-04-08,4.8403,4.8403,4.7435,4.7757,1099400
VND,2011-04-13,4.7757,4.8403,4.7112,4.7435,994900
VND,2011-04-14,4.7435,4.7757,4.6144,4.6144,1387500
VND,2011-04-15,4.6144,4.7112,4.4853,4.5176,1753400
VND,2011-04-18,4.5176,4.5498,4.3562,4.4208,1697700
VND,2011-04-19,4.4208,4.6144,4.3562,4.5176,2062600
VND,2011-04-20,4.5176,4.6144,4.453,4.5176,1155600
VND,2011-04-21,4.5176,4.5821,4.3885,4.453,1314400
VND,2011-04-22,4.453,4.5821,4.324,4.5498,2105200
VND,2011-04-25,4.5498,4.7112,4.4853,4.7112,2450700
VND,2011-04-26,4.7112,4.9048,4.5498,4.6144,2245800
VND,2011-04-27,4.6144,4.808,4.5821,4.6466,2076100
VND,2011-04-28,4.6466,4.7435,4.6466,4.6466,1577800
VND,2011-04-29,4.6466,4.7757,4.5821,4.6466,2927000
VND,2011-05-04,4.6466,4.7757,4.5821,4.6144,1511200
VND,2011-05-05,4.6144,4.6789,4.453,4.4853,1865300
VND,2011-05-06,4.4853,4.6144,4.4853,4.6144,1339800
VND,2011-05-09,4.6144,4.808,4.6144,4.808,3079900
VND,2011-05-10,4.808,4.8725,4.6789,4.6789,2041000
VND,2011-05-11,4.6789,4.6789,4.6144,4.6144,1210700
VND,2011-05-12,4.6144,4.6789,4.5821,4.5821,1255000
VND,2011-05-13,4.5821,4.6789,4.5498,4.5498,1195000
VND,2011-05-16,4.5498,4.6466,4.453,4.4853,1679400
VND,2011-05-17,4.4853,4.4853,4.3562,4.3885,1756900
VND,2011-05-18,4.3885,4.453,4.2594,4.4208,2361000
VND,2011-05-19,4.4208,4.4208,4.2917,4.324,1670900
VND,2011-05-20,4.324,4.324,4.1626,4.1626,1795300
VND,2011-05-23,4.1626,4.1626,3.9367,3.969,3000600
VND,2011-05-24,3.969,3.969,3.7109,3.7109,2493100
VND,2011-05-25,3.7109,3.7109,3.485,3.485,2084400
VND,2011-05-26,3.485,3.7109,3.2591,3.6141,4831200
VND,2011-05-27,3.6141,3.6786,3.5495,3.6786,1945100
VND,2011-05-30,3.6786,3.8077,3.4204,3.4204,2360800
VND,2011-05-31,3.4204,3.4204,3.2591,3.2914,2155000
VND,2011-06-01,3.2914,3.5173,3.2591,3.5173,1571000
VND,2011-06-02,3.5173,3.6786,3.5173,3.6786,1711800
VND,2011-06-03,3.6786,3.9045,3.6786,3.7431,7014600
VND,2011-06-06,3.7431,3.8722,3.6141,3.8077,2484800
VND,2011-06-07,3.8077,4.0013,3.7754,4.0013,2092300
VND,2011-06-08,4.0013,4.2272,3.9367,4.0335,3824400
VND,2011-06-09,4.0335,4.324,3.9045,4.324,6291300
VND,2011-06-10,4.324,4.453,4.324,4.453,2814600
VND,2011-06-13,4.453,4.7112,4.453,4.6466,4655800
VND,2011-06-14,4.6466,4.7112,4.2917,4.2917,5510900
VND,2011-06-15,4.2917,4.324,4.1626,4.1626,2850900
VND,2011-06-16,4.1626,4.2917,3.9367,4.0981,4838600
VND,2011-06-17,4.0981,4.1626,3.8722,3.8722,4540900
VND,2011-06-20,3.8722,3.9045,3.6463,3.6463,2727600
VND,2011-06-21,3.6463,3.8722,3.5173,3.8399,4081900
VND,2011-06-22,3.8399,3.969,3.7109,3.8077,3982400
VND,2011-06-23,3.8077,3.8722,3.6786,3.7754,2394300
VND,2011-06-24,3.7754,3.8722,3.7109,3.8077,1540700
VND,2011-06-27,3.8077,3.8399,3.7431,3.7431,1340100
VND,2011-06-28,3.7431,3.7754,3.5495,3.6141,2362600
VND,2011-06-29,3.6141,3.6463,3.5173,3.6141,1770700
VND,2011-06-30,3.6141,3.6463,3.4527,3.485,1403700
VND,2011-07-01,3.485,3.485,3.3236,3.3236,1981500
VND,2011-07-04,3.3236,3.4204,3.2914,3.4204,1701200
VND,2011-07-05,3.4204,3.5818,3.2914,3.5818,2264100
VND,2011-07-06,3.5818,3.7109,3.485,3.5173,2921600
VND,2011-07-07,3.5173,3.6141,3.4204,3.485,1670400
VND,2011-07-08,3.485,3.5173,3.3882,3.4204,1524000
VND,2011-07-11,3.4204,3.4204,3.2914,3.3236,1260100
VND,2011-07-12,3.3236,3.4527,3.2591,3.4204,1760700
VND,2011-07-13,3.4204,3.5495,3.3882,3.3882,1757400
VND,2011-07-14,3.3882,3.485,3.3559,3.4204,1421100
VND,2011-07-15,3.4204,3.4204,3.3236,3.3236,1053200
VND,2011-07-18,3.3236,3.3236,3.2591,3.2914,1119700
VND,2011-07-19,3.2914,3.2914,3.1946,3.2591,1333900
VND,2011-07-20,3.2591,3.4204,3.2268,3.3882,2244600
VND,2011-07-21,3.3882,3.4204,3.2591,3.2914,1433900
VND,2011-07-22,3.2914,3.3236,3.2591,3.2914,783000
VND,2011-07-25,3.2914,3.3236,3.2268,3.2268,1127000
VND,2011-07-26,3.2268,3.3236,3.2268,3.2268,932600
VND,2011-07-27,3.2268,3.2914,3.1946,3.2268,1102300
VND,2011-07-28,3.2268,3.3236,3.2268,3.2268,813900
VND,2011-07-29,3.2268,3.2591,3.13,3.1623,1367600
VND,2011-08-01,3.1623,3.1946,3.0332,3.0655,1008200
VND,2011-08-02,3.0655,3.0655,2.9042,2.9042,2252900
VND,2011-08-03,2.9042,3.001,2.7751,2.9042,1525800
VND,2011-08-04,2.9042,3.0655,2.9042,3.0655,2640800
VND,2011-08-05,3.0655,3.1623,2.9364,3.0332,2769800
VND,2011-08-08,3.0332,3.0655,2.9364,2.9364,1495300
VND,2011-08-09,2.9364,2.9364,2.8073,2.8073,2225300
VND,2011-08-10,2.8073,2.9687,2.8073,2.9042,2232400
VND,2011-08-11,2.9042,2.9042,2.7428,2.8073,1858500
VND,2011-08-12,2.8073,2.9042,2.8073,2.8396,1660900
VND,2011-08-15,2.8396,2.8719,2.7751,2.8073,909600
VND,2011-08-16,2.8073,2.9364,2.8073,2.8719,1041900
VND,2011-08-17,2.8719,3.0655,2.8719,3.0655,3652300
VND,2011-08-18,3.0655,3.1946,3.0655,3.1946,4576500
VND,2011-08-19,3.1946,3.3882,3.0978,3.3236,5998100
VND,2011-08-22,3.3236,3.485,3.2914,3.485,1815300
VND,2011-08-23,3.485,3.7109,3.485,3.6463,7633900
VND,2011-08-24,3.6463,3.8722,3.5173,3.6141,5070600
VND,2011-08-25,3.6141,3.7109,3.485,3.6786,5299700
VND,2011-08-26,3.6786,3.7431,3.5495,3.6141,3387900
VND,2011-08-29,3.6141,3.8399,3.6141,3.8399,4326600
VND,2011-08-30,3.8399,4.0335,3.8399,4.0335,6428600
VND,2011-08-31,4.0335,4.2917,4.0013,4.1626,8768000
VND,2011-09-01,4.1626,4.3562,4.0981,4.324,5347100
VND,2011-09-05,4.324,4.324,4.0013,4.0335,4446300
VND,2011-09-06,4.0335,4.0658,3.9045,4.0335,3618400
VND,2011-09-07,4.0335,4.2272,4.0335,4.2272,4599200
VND,2011-09-08,4.2272,4.4853,4.2272,4.3562,5828000
VND,2011-09-09,4.3562,4.5176,4.2594,4.3562,4235900
VND,2011-09-12,4.3562,4.4853,4.1626,4.4208,5511200
VND,2011-09-13,4.4208,4.5821,4.324,4.3562,4673100
VND,2011-09-14,4.3562,4.453,4.1626,4.1626,5569700
VND,2011-09-15,4.1626,4.1949,3.969,4.1304,3895800
VND,2011-09-16,4.1304,4.1304,3.9367,4.0335,3763900
VND,2011-09-19,4.0335,4.1949,3.969,4.1626,3209500
VND,2011-09-20,4.1626,4.1949,3.969,3.969,2332400
VND,2011-09-21,3.969,4.1304,3.9367,4.0658,3550200
VND,2011-09-22,4.0658,4.2594,4.0335,4.1949,4581400
VND,2011-09-23,4.1949,4.2272,4.0658,4.1626,3105600
VND,2011-09-26,4.1626,4.2272,4.0013,4.0013,2356800
VND,2011-09-27,4.0013,4.1304,3.9367,3.969,2811900
VND,2011-09-28,3.969,4.0981,3.9367,3.9367,3142900
VND,2011-09-29,3.9367,3.969,3.7431,3.7754,5278400
VND,2011-09-30,3.7754,3.8077,3.6463,3.7109,2913800
VND,2011-10-03,3.7109,3.7109,3.4527,3.5173,3060600
VND,2011-10-04,3.5173,3.6463,3.4527,3.6141,2329700
VND,2011-10-05,3.6141,3.6786,3.5173,3.5818,2671500
VND,2011-10-06,3.5818,3.8399,3.5818,3.8399,3784200
VND,2011-10-07,3.8399,3.8722,3.6463,3.6786,2898400
VND,2011-10-10,3.6786,3.7109,3.5495,3.5818,1681100
VND,2011-10-11,3.5818,3.7431,3.5818,3.6463,1528000
VND,2011-10-12,3.6463,3.6463,3.4204,3.4204,5071800
VND,2011-10-13,3.4204,3.485,3.2914,3.3882,2746700
VND,2011-10-14,3.3882,3.4204,3.3236,3.3559,1429600
VND,2011-10-17,3.3559,3.3559,3.2268,3.2268,1816600
VND,2011-10-18,3.2268,3.2268,3.0978,3.1623,2449500
VND,2011-10-19,3.1623,3.3236,3.1623,3.2914,2209500
VND,2011-10-20,3.2914,3.3236,3.2268,3.2268,1345600
VND,2011-10-21,3.2268,3.4527,3.2268,3.4527,2835600
VND,2011-10-24,3.4527,3.5173,3.3236,3.3559,2650100
VND,2011-10-25,3.3559,3.3882,3.2591,3.2914,1398900
VND,2011-10-26,3.2914,3.3236,3.2268,3.2914,934600
VND,2011-10-27,3.2914,3.3559,3.2914,3.3236,1465100
VND,2011-10-28,3.3236,3.5495,3.3236,3.5495,3125800
VND,2011-10-31,3.5495,3.7109,3.5495,3.7109,5382900
VND,2011-11-01,3.7109,3.8077,3.6141,3.6786,5352200
VND,2011-11-02,3.6786,3.6786,3.4527,3.485,3477000
VND,2011-11-03,3.485,3.5173,3.3882,3.4527,2190100
VND,2011-11-04,3.4527,3.5173,3.3236,3.3559,2647000
VND,2011-11-07,3.3559,3.3882,3.2268,3.2914,3481800
VND,2011-11-08,3.2914,3.3882,3.2268,3.3559,1808600
VND,2011-11-09,3.3559,3.3559,3.2268,3.2591,1615400
VND,2011-11-10,3.2591,3.2591,3.1623,3.1946,2207300
VND,2011-11-11,3.1946,3.2591,3.13,3.13,1785900
VND,2011-11-14,3.13,3.1946,3.0332,3.0655,2438300
VND,2011-11-15,3.0655,3.1623,3.0655,3.1623,2519100
VND,2011-11-16,3.1623,3.2914,3.0978,3.2914,4390400
VND,2011-11-17,3.2914,3.2914,3.13,3.1623,2312900
VND,2011-11-18,3.1623,3.1623,3.0332,3.0978,2174400
VND,2011-11-21,3.0978,3.13,3.0655,3.0978,1882100
VND,2011-11-22,3.0978,3.1623,3.001,3.13,2427300
VND,2011-11-23,3.13,3.2914,3.13,3.2591,3004400
VND,2011-11-24,3.2591,3.2914,3.13,3.13,2254000
VND,2011-11-25,3.13,3.1946,3.0978,3.1623,1609900
VND,2011-11-28,3.1623,3.3559,3.1623,3.3236,3735700
VND,2011-11-29,3.3236,3.4204,3.1946,3.2268,2224000
VND,2011-11-30,3.2268,3.2591,3.13,3.1623,2183900
VND,2011-12-01,3.1623,3.3559,3.1623,3.2591,2372200
VND,2011-12-02,3.2591,3.3559,3.0332,3.3559,2870400
VND,2011-12-05,3.3559,3.5173,3.3559,3.5173,3142100
VND,2011-12-06,3.5173,3.6141,3.4204,3.4527,4848400
VND,2011-12-07,3.4527,3.5173,3.3882,3.4204,3011700
VND,2011-12-08,3.4204,3.485,3.3559,3.4204,3337400
VND,2011-12-09,3.4204,3.4204,3.2268,3.2591,2417800
VND,2011-12-12,3.2591,3.2914,3.1623,3.1946,2058000
VND,2011-12-13,3.1946,3.2268,3.13,3.13,1683600
VND,2011-12-14,3.13,3.1623,2.9687,3.001,3981100
VND,2011-12-15,3.001,3.001,2.8396,2.9364,2873000
VND,2011-12-16,2.9364,3.0655,2.9042,2.9687,3222300
VND,2011-12-19,2.9687,3.0332,2.8396,2.8719,2895000
VND,2011-12-20,2.8719,2.8719,2.7105,2.7428,3063600
VND,2011-12-21,2.7428,2.8396,2.7105,2.7751,2276800
VND,2011-12-22,2.7751,2.7751,2.5815,2.5815,3187400
VND,2011-12-23,2.5815,2.646,2.4524,2.5492,2173900
VND,2011-12-26,2.5492,2.5815,2.3556,2.3556,2596100
VND,2011-12-27,2.3556,2.3556,2.2265,2.2265,3091800
VND,2011-12-28,2.2265,2.3233,2.0974,2.2265,2716100
VND,2011-12-29,2.2265,2.2588,2.0974,2.0974,3310200
VND,2011-12-30,2.0974,2.2265,2.0006,2.2265,2566300
VND,2012-01-03,2.2265,2.3233,2.1942,2.2588,1177400
VND,2012-01-04,2.2588,2.3879,2.1297,2.1942,1483600
VND,2012-01-05,2.1942,2.1942,2.0652,2.0652,1948500
VND,2012-01-06,2.0652,2.0652,1.9684,1.9684,3298300
VND,2012-01-09,1.9684,2.0329,1.8393,1.9361,2677100
VND,2012-01-10,1.9361,2.0652,1.9038,2.0652,1715400
